5	2.96016e-05
6	2.79143e-05
8	0.000108745
10	6.4611e-05
12	0.000257835
15	0.000950543
17	0.000310876
20	0.000354096
23	6.92627e-05
26	0.000273198
70	0.000593767
119	0.00189582
143	0.00259997
152	0.00944852
164	0.015305
173	0.00438679
197	0.0012055
208	0.00043612
263	0.000270197
279	0.000152715
297	0.000812787
367	0.00187202
386	0.00758525
388	0.0164418
412	0.00890097
433	0.00728215
474	0.0320328
505	0.0449631
531	0.0279552
609	0.0305023
619	0.0460995
665	0.0704934
672	0.0146833
684	0.00809983
910	0.00935673
932	0.0391543
937	0.0391543
964	0.0270023
982	0.0999068
997	0.0999068
1008	0.0452109
1025	0.0281963
1088	0.0250076
1105	0.0272708
1143	0.0174915
1156	0.0403298
1166	0.0403298
1172	0.034155
1178	0.034155
1212	0.0116973
1243	0.0316403
1277	0.0518698
1360	0.0531814
1433	0.0301535
1474	0.0615023
1502	0.111973
1522	0.111973
1546	0.101165
1559	0.0719251
1567	0.0699789
1584	0.0207142
1778	0.00997026
1927	0.0158721
1940	0.00412292
2000	0.00145757
