5	0.0000301830
6	0.0000247310
7	0.0000719013
8	0.0001363351
9	0.0000971257
10	0.0000727820
11	0.0001535927
12	0.0002369043
13	0.0004862658
14	0.0006617101
15	0.0008543757
16	0.0004391781
17	0.0003050318
18	0.0002890462
19	0.0003995196
20	0.0003561342
21	0.0002975827
22	0.0001314186
23	0.0000656664
24	0.0000777546
25	0.0001240568
26	0.0001653932
27	0.0001602299
28	0.0001365727
29	0.0001804335
30	0.0001628621
31	0.0001831142
32	0.0002076044
33	0.0001880756
34	0.0001708341
35	0.0002232897
36	0.0002661754
37	0.0002478141
38	0.0003027737
39	0.0002524570
40	0.0002583448
41	0.0002511742
42	0.0002717079
43	0.0002120068
44	0.0001368695
45	0.0001305031
46	0.0001089942
47	0.0000818983
48	0.0000594147
49	0.0000513330
50	0.0000467125
51	0.0000372385
52	0.0000364581
53	0.0000439733
54	0.0000438074
55	0.0000557746
56	0.0000671842
57	0.0000676511
58	0.0000792365
59	0.0001073171
60	0.0001131050
61	0.0001192749
62	0.0001069653
63	0.0001389877
64	0.0001393469
65	0.0001372860
66	0.0001388933
67	0.0001122527
68	0.0001625637
69	0.0001364939
70	0.0001217217
71	0.0001344524
72	0.0001864372
73	0.0002197632
74	0.0001700408
75	0.0002368815
76	0.0002736579
77	0.0002598263
78	0.0003726610
79	0.0004452594
80	0.0004755630
81	0.0004828821
82	0.0004953147
83	0.0006243387
84	0.0005864606
85	0.0005296307
86	0.0005715548
87	0.0006339949
88	0.0005753119
89	0.0005258703
90	0.0005006629
91	0.0004238950
92	0.0005063313
93	0.0004660350
94	0.0005574545
95	0.0007425059
96	0.0008077258
97	0.0006551046
98	0.0007110044
99	0.0008581908
100	0.0009974113
101	0.0011969011
102	0.0014923806
103	0.0013211843
104	0.0011944696
105	0.0010725728
106	0.0010619544
107	0.0011411080
108	0.0010091553
109	0.0009365104
110	0.0009337630
111	0.0008062842
112	0.0005738729
113	0.0006456748
114	0.0006459826
115	0.0005308406
116	0.0005474660
117	0.0005807432
118	0.0005919652
119	0.0006023226
120	0.0006124498
121	0.0004960282
122	0.0004593057
123	0.0004924210
124	0.0004721774
125	0.0005677180
126	0.0004789238
127	0.0004466413
128	0.0005730662
129	0.0004962028
130	0.0005027759
131	0.0006430127
132	0.0007411067
133	0.0006790744
134	0.0005213772
135	0.0008011603
136	0.0010190018
137	0.0006603263
138	0.0005018715
139	0.0005215693
140	0.0004347641
141	0.0004331269
142	0.0003807496
143	0.0003636935
144	0.0003575975
145	0.0003000458
146	0.0002532143
147	0.0002526335
148	0.0002049151
149	0.0001958080
150	0.0001909728
151	0.0001466758
152	0.0001717668
153	0.0001858975
154	0.0002385055
155	0.0003412270
156	0.0004875559
157	0.0006702832
158	0.0009808283
159	0.0012056122
160	0.0013172411
161	0.0014929906
162	0.0017753844
163	0.0018002955
164	0.0019159359
165	0.0018969767
166	0.0020288790
167	0.0021187954
168	0.0021887836
169	0.0021679136
170	0.0017012735
171	0.0013470746
172	0.0014942933
173	0.0014318579
174	0.0011678556
175	0.0010388397
176	0.0006840177
177	0.0006944055
178	0.0005614101
179	0.0005628508
180	0.0004998349
181	0.0004316819
182	0.0002881886
183	0.0003139500
184	0.0010172493
185	0.0028726084
186	0.0017107080
187	0.0004540584
188	0.0001318240
189	0.0001229039
190	0.0001466939
191	0.0001652258
192	0.0001713256
193	0.0002564892
194	0.0001939496
195	0.0001400363
196	0.0001040102
197	0.0001219657
198	0.0001171212
199	0.0001069587
200	0.0001036347
201	0.0000779335
202	0.0000761582
203	0.0000784784
204	0.0000884619
205	0.0001161826
206	0.0001271538
207	0.0001241504
208	0.0001709056
209	0.0002015660
210	0.0001777253
211	0.0002063451
212	0.0002228576
213	0.0001578602
214	0.0001743161
215	0.0001911965
216	0.0001687311
217	0.0001716632
218	0.0002072035
219	0.0001978263
220	0.0001952958
221	0.0002067987
222	0.0002050501
223	0.0001761583
224	0.0002014381
225	0.0001932776
226	0.0001573663
227	0.0001808688
228	0.0002188400
229	0.0002089640
230	0.0001455603
231	0.0001110384
232	0.0001144591
233	0.0001225975
234	0.0001616328
235	0.0001581023
236	0.0001464300
237	0.0001659310
238	0.0001678075
239	0.0001325058
240	0.0001722931
241	0.0002086576
242	0.0001754960
243	0.0001631492
244	0.0001717132
245	0.0001692704
246	0.0001412522
247	0.0001259715
248	0.0001515612
249	0.0001986758
250	0.0002443561
251	0.0002494003
252	0.0001848322
253	0.0001770702
254	0.0001494219
255	0.0002282442
256	0.0002598164
257	0.0001739802
258	0.0001609676
259	0.0002553906
260	0.0003216982
261	0.0003051343
262	0.0002553391
263	0.0002500948
264	0.0002156779
265	0.0002692449
266	0.0003189353
267	0.0002665228
268	0.0002728589
269	0.0003412019
270	0.0003200266
271	0.0002862929
272	0.0002884746
273	0.0003032017
274	0.0003343445
275	0.0003206027
276	0.0003277159
277	0.0002990224
278	0.0002566682
279	0.0002391069
280	0.0002019975
281	0.0001976903
282	0.0002286151
283	0.0002114109
284	0.0002167372
285	0.0001870826
286	0.0001793085
287	0.0001563734
288	0.0001609066
289	0.0002025887
290	0.0002012031
291	0.0001892225
292	0.0001691098
293	0.0001699023
294	0.0002012718
295	0.0002103882
296	0.0002071238
297	0.0001730550
298	0.0001667821
299	0.0001988083
300	0.0002477372
301	0.0002563823
302	0.0002765669
303	0.0003321163
304	0.0003633165
305	0.0004406057
306	0.0004747750
307	0.0006726885
308	0.0006624736
309	0.0005342314
